web-scraper-order,web-scraper-start-url,category,category-href,title
"1523068215-2673","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068196-2234","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068238-3054","https://www.zalora.com.my/women/clothing/?from=header","Pants & Leggings","https://www.zalora.com.my/women/clothing/pants-trousers/?from=header",""
"1523068192-2136","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068243-3159","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068175-1840","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068201-2397","https://www.zalora.com.my/women/clothing/?from=header","Blazers","https://www.zalora.com.my/women/clothing/blazers/?from=header",""
"1523068228-2923","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068196-2220","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068233-2930","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068206-2499","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068211-2546","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068192-2211","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068196-2272","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068192-2159","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068206-2442","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068180-2006","https://www.zalora.com.my/women/clothing/?from=header","Plus Size","https://www.zalora.com.my/women/clothing/plus-size/?from=header",""
"1523068223-2804","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068211-2579","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068223-2739","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068248-3297","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068196-2261","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068215-2691","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068243-3168","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068243-3219","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068192-2189","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068248-3262","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068192-2179","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068243-3188","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068175-1835","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068223-2767","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068215-2630","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068215-2641","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068228-2862","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068171-1777","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068180-1974","https://www.zalora.com.my/women/clothing/?from=header","Plus Size","https://www.zalora.com.my/women/clothing/plus-size/?from=header",""
"1523068211-2552","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068192-2180","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068248-3323","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068223-2736","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068187-2084","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068238-3031","https://www.zalora.com.my/women/clothing/?from=header","Pants & Leggings","https://www.zalora.com.my/women/clothing/pants-trousers/?from=header",""
"1523068233-2929","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068248-3280","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068233-2937","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068211-2599","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068248-3311","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068171-1763","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068206-2509","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068228-2919","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068211-2543","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068187-2051","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068243-3206","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068187-2097","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068211-2570","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068243-3189","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068228-2839","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068223-2764","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068238-3106","https://www.zalora.com.my/women/clothing/?from=header","Pants & Leggings","https://www.zalora.com.my/women/clothing/pants-trousers/?from=header",""
"1523068211-2532","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068175-1826","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068171-1773","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068233-2976","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068196-2228","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068171-1757","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068175-1813","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068187-2081","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068201-2334","https://www.zalora.com.my/women/clothing/?from=header","Blazers","https://www.zalora.com.my/women/clothing/blazers/?from=header",""
"1523068223-2749","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068233-3010","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068187-2055","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068211-2598","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068175-1827","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068180-2005","https://www.zalora.com.my/women/clothing/?from=header","Plus Size","https://www.zalora.com.my/women/clothing/plus-size/?from=header",""
"1523068243-3152","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068248-3260","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068223-2820","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068206-2441","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068243-3178","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068248-3331","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068233-2938","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068196-2286","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068211-2608","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068248-3322","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068187-2020","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068201-2407","https://www.zalora.com.my/women/clothing/?from=header","Blazers","https://www.zalora.com.my/women/clothing/blazers/?from=header",""
"1523068233-2926","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068192-2175","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068171-1771","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068211-2589","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068187-2059","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068243-3222","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068187-2014","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068248-3287","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068187-2034","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068233-2957","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068211-2615","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068187-2078","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068175-1863","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068243-3140","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068233-2992","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068233-3006","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068215-2626","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068180-1977","https://www.zalora.com.my/women/clothing/?from=header","Plus Size","https://www.zalora.com.my/women/clothing/plus-size/?from=header",""
"1523068175-1880","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068187-2054","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068206-2500","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068233-2943","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068206-2472","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068233-2995","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068228-2886","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068215-2711","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068206-2436","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068192-2115","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068187-2009","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068187-2024","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068171-1764","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068192-2198","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068171-1772","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068206-2469","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068171-1785","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068206-2496","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068248-3333","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068175-1844","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068201-2408","https://www.zalora.com.my/women/clothing/?from=header","Blazers","https://www.zalora.com.my/women/clothing/blazers/?from=header",""
"1523068238-3061","https://www.zalora.com.my/women/clothing/?from=header","Pants & Leggings","https://www.zalora.com.my/women/clothing/pants-trousers/?from=header",""
"1523068211-2525","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068223-2761","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068196-2294","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068206-2502","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068171-1803","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068248-3236","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068196-2309","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068180-1980","https://www.zalora.com.my/women/clothing/?from=header","Plus Size","https://www.zalora.com.my/women/clothing/plus-size/?from=header",""
"1523068228-2925","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068248-3286","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068228-2844","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068196-2289","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068192-2163","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068192-2173","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068228-2917","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068238-3084","https://www.zalora.com.my/women/clothing/?from=header","Pants & Leggings","https://www.zalora.com.my/women/clothing/pants-trousers/?from=header",""
"1523068201-2337","https://www.zalora.com.my/women/clothing/?from=header","Blazers","https://www.zalora.com.my/women/clothing/blazers/?from=header",""
"1523068215-2669","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068238-3056","https://www.zalora.com.my/women/clothing/?from=header","Pants & Leggings","https://www.zalora.com.my/women/clothing/pants-trousers/?from=header",""
"1523068223-2738","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068206-2440","https://www.zalora.com.my/women/clothing/?from=header","Hoodies & Sweatshirts","https://www.zalora.com.my/women/clothing/sweaters/?from=header",""
"1523068211-2593","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068243-3142","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068243-3143","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068171-1721","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068228-2882","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068223-2784","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068171-1802","https://www.zalora.com.my/women/clothing/?from=header","Maternity","https://www.zalora.com.my/women/clothing/maternity/?from=header",""
"1523068238-3096","https://www.zalora.com.my/women/clothing/?from=header","Pants & Leggings","https://www.zalora.com.my/women/clothing/pants-trousers/?from=header",""
"1523068187-2013","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068187-2063","https://www.zalora.com.my/women/clothing/?from=header","Petite","https://www.zalora.com.my/women/clothing/petite/?from=header",""
"1523068223-2782","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068211-2545","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068196-2236","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068248-3248","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068248-3295","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068192-2164","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068215-2677","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068248-3266","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068248-3281","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068196-2273","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068238-3127","https://www.zalora.com.my/women/clothing/?from=header","Pants & Leggings","https://www.zalora.com.my/women/clothing/pants-trousers/?from=header",""
"1523068233-3005","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068211-2614","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068175-1892","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068215-2698","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068201-2325","https://www.zalora.com.my/women/clothing/?from=header","Blazers","https://www.zalora.com.my/women/clothing/blazers/?from=header",""
"1523068215-2672","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068228-2884","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068223-2727","https://www.zalora.com.my/women/clothing/?from=header","Playsuits & Jumpsuits","https://www.zalora.com.my/women/clothing/playsuits-jumpsuits/?from=header",""
"1523068180-2000","https://www.zalora.com.my/women/clothing/?from=header","Plus Size","https://www.zalora.com.my/women/clothing/plus-size/?from=header",""
"1523068196-2287","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068180-1924","https://www.zalora.com.my/women/clothing/?from=header","Plus Size","https://www.zalora.com.my/women/clothing/plus-size/?from=header",""
"1523068215-2666","https://www.zalora.com.my/women/clothing/?from=header","Modern Ethnic Wear","https://www.zalora.com.my/women/clothing/traditional/?from=header",""
"1523068180-1934","https://www.zalora.com.my/women/clothing/?from=header","Plus Size","https://www.zalora.com.my/women/clothing/plus-size/?from=header",""
"1523068180-1914","https://www.zalora.com.my/women/clothing/?from=header","Plus Size","https://www.zalora.com.my/women/clothing/plus-size/?from=header",""
"1523068211-2538","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068228-2840","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068233-2987","https://www.zalora.com.my/women/clothing/?from=header","Shorts","https://www.zalora.com.my/women/clothing/shorts/?from=header",""
"1523068228-2843","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068201-2344","https://www.zalora.com.my/women/clothing/?from=header","Blazers","https://www.zalora.com.my/women/clothing/blazers/?from=header",""
"1523068192-2190","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068192-2146","https://www.zalora.com.my/women/clothing/?from=header","Beachwear","https://www.zalora.com.my/women/clothing/swimwear/?from=header",""
"1523068196-2216","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068243-3204","https://www.zalora.com.my/women/clothing/?from=header","Skirts","https://www.zalora.com.my/women/clothing/skirts/?from=header",""
"1523068228-2893","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068175-1893","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068248-3285","https://www.zalora.com.my/women/clothing/?from=header","Tops","https://www.zalora.com.my/women/clothing/fashion-tops/?from=header",""
"1523068228-2861","https://www.zalora.com.my/women/clothing/?from=header","Jeans","https://www.zalora.com.my/women/clothing/jeans/?from=header",""
"1523068175-1864","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
"1523068211-2551","https://www.zalora.com.my/women/clothing/?from=header","Knitwear & Cardigans","https://www.zalora.com.my/women/clothing/cardigans/?from=header",""
"1523068196-2246","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068196-2225","https://www.zalora.com.my/women/clothing/?from=header","Jackets & Coats","https://www.zalora.com.my/women/clothing/jackets-and-coats/?from=header",""
"1523068175-1816","https://www.zalora.com.my/women/clothing/?from=header","Socks","https://www.zalora.com.my/women/clothing/socks/?from=header",""
